runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
4895414.arthur.gaudaire,Arthur GAUDAIRE,24:52:29,60.0,France,FR,,20-34,H
758585.alexandre.boucheix,Alexandre BOUCHEIX,24:54:41,61.0,France,FR,,20-34,H
726374.benjamin.hamon,Benjamin HAMON,24:56:52,62.0,France,FR,,20-34,H
1993271.peng.liu,Peng LIU,25:00:38,63.0,China,CN,,20-34,H
4259401.erwan.barret,Erwan BARRET,25:02:37,64.0,France,FR,,20-34,H
1035071.maxime.baranzelli,Maxime BARANZELLI,25:07:11,65.0,France,FR,,20-34,H
383825.elise.delannoy,Elise DELANNOY,25:18:45,66.0,France,FR,,40-44,F
4227767.glenn.ravard,Glenn RAVARD,25:21:04,67.0,France,FR,,20-34,H
3689911.clement.fontenay,Clément FONTENAY,25:24:32,68.0,France,FR,,20-34,H
342117.paul.medous,Paul MEDOUS,25:24:33,69.0,France,FR,,35-39,H
841740.julien.olivarcalvo,Julien OLIVAR CALVO,25:24:34,70.0,France,FR,,35-39,H
3386127.luisa.dematteis,Luisa DEMATTEIS,25:26:45,71.0,Italy,IT,,40-44,F
886961.gregory.gualandi,Gregory GUALANDI,25:27:57,72.0,France,FR,,40-44,H
1939075.thomas.maho,Thomas MAHO,25:28:19,73.0,France,FR,,35-39,H
31602.gerard.morales,Gerard MORALES,25:29:37,74.0,Spain,ES,,50-54,H
1616141.patrick.stangbye,Patrick STANGBYE,25:38:43,75.0,Norway,NO,,35-39,H
390324.remi.thivolle,Remi THIVOLLE,25:40:00,76.0,France,FR,,20-34,H
20837.emily.vaudan,Emily VAUDAN,25:40:35,77.0,Switzerland,CH,,40-44,F
329677.arthur.arnaud,Arthur ARNAUD,25:48:13,78.0,France,FR,,20-34,H
4217990.irvin.math,Irvin MATH,25:54:07,79.0,France,FR,,20-34,H
5136870.colin.malecot,Colin MALÉCOT,26:01:03,80.0,France,FR,,20-34,H
3622285.adrian.witek,Adrian WITEK,26:02:29,81.0,Poland,PL,,35-39,H
945279.mateusz.piatek,Mateusz PIĄTEK,26:03:50,82.0,Poland,PL,,20-34,H
2237299.thorsten.reichert,Thorsten REICHERT,26:05:23,83.0,Germany,DE,,35-39,H
3695129.antoine.montecot,Antoine MONTECOT,26:07:10,84.0,France,FR,,50-54,H
3409741.gvido.kalnins,Gvido KALNINS,26:16:48,85.0,Latvia,LV,,20-34,H
2086247.alexis.baron,Alexis BARON,26:18:38,86.0,France,FR,,20-34,H
967871.michael.nanaszko,Michael NANASZKO,26:19:02,87.0,United States of America,US,,40-44,H
6083834.magdalena.kraszpulska,Magdalena KRASZPULSKA,26:19:18,88.0,Poland,PL,,35-39,F
528081.gauthier.laleure,Gauthier LALEURE,26:20:48,89.0,France,FR,,20-34,H
2260335.thibaut.arnaud,Thibaut ARNAUD,26:20:49,90.0,France,FR,,20-34,H
498840.dario.trovatelli,Dario TROVATELLI,26:22:44,91.0,Switzerland,CH,,20-34,H
1428021.valentin.piques,Valentin PIQUES,26:22:56,92.0,France,FR,,20-34,H
4280152.jeanmarie.diverrez,Jean-Marie DIVERREZ,26:22:58,93.0,France,FR,,50-54,H
864031.theophile.meunier,Theophile MEUNIER,26:24:46,94.0,France,FR,,20-34,H
4254743.corentin.modaine,Corentin MODAINE,26:25:48,95.0,France,FR,,20-34,H
4229515.renaud.anselme,Renaud ANSELME,26:26:06,96.0,Belgium,BE,,20-34,H
4402772.mathis.havard,Mathis HAVARD,26:29:44,97.0,France,FR,,20-34,H
4738916.edouard.stavaux,Edouard STAVAUX,26:31:06,98.0,France,FR,,35-39,H
895097.wall.pincon,Wall PINCON,26:33:00,99.0,France,FR,,20-34,H
5692098.elio.colombino,Elio COLOMBINO,26:33:51,100.0,France,FR,,20-34,H
1321637.frederic.pradon,Frederic PRADON,26:34:28,101.0,France,FR,,45-49,H
5624849.martin.rousset,Martin ROUSSET,26:37:56,102.0,France,FR,,35-39,H
681013.pierre.pichetto,Pierre PICHETTO,26:37:57,103.0,France,FR,,35-39,H
2113647.anthony.thunus,Anthony THUNUS,26:45:05,104.0,Belgium,BE,,40-44,H
1276283.francesc.martintoro,Francesc MARTIN TORO,26:46:03,105.0,Spain,ES,,40-44,H
2387219.naoki.tanaka,Naoki TANAKA,26:47:48,106.0,Japan,JP,,45-49,H
1949841.benjamin.denarp,Benjamin DE NARP,26:49:22,107.0,France,FR,,35-39,H
1088951.michael.zeidan,Michael ZEIDAN,26:54:20,108.0,United Kingdom,GB,,45-49,H
4585924.hubert.wurth,Hubert WURTH,26:54:43,109.0,France,FR,,35-39,H
4191858.geoffroy.dalens,Geoffroy DALENS,26:58:34,110.0,France,FR,,20-34,H
3352799.nicolas.claraz,Nicolas CLARAZ,27:00:30,111.0,France,FR,,40-44,H
5854044.nicolas.lahaye,Nicolas LAHAYE,27:00:48,112.0,France,FR,,35-39,H
4310956.lucas.moskau,Lucas MOSKAU,27:03:38,113.0,Germany,DE,,20-34,H
4615174.martin.steindl,Martin STEINDL,27:04:14,114.0,Austria,AT,,40-44,H
1733145.michal.kochanowski,Michał KOCHANOWSKI,27:04:53,115.0,Poland,PL,,35-39,H
2017625.david.gonzalezllera,David GONZALEZ LLERA,27:05:53,116.0,Spain,ES,,40-44,H
2366063.alexandre.mahistre,Alexandre MAHISTRE,27:07:24,117.0,France,FR,,20-34,H
829221.benjamin.seguelas,Benjamin SEGUELAS,27:08:25,118.0,France,FR,,35-39,H
729237.isaacfederico.nimerechave,Isaac Federico NIMER ECHAVE,27:09:46,119.0,Argentina,AR,,40-44,H
868849.matias.viotti,Matías VIOTTI,27:09:47,120.0,Argentina,AR,,35-39,H
491956.thomas.buiron,Thomas BUIRON,27:11:08,121.0,France,FR,,20-34,H
5737131.swann.bredin,Swann BREDIN,27:11:25,122.0,France,FR,,35-39,H
864036.romain.damiani,Romain DAMIANI,27:11:54,123.0,France,FR,,35-39,H
6725731.edouard.dossot,Edouard DOSSOT,27:19:45,124.0,France,FR,,20-34,H
4889246.jendrik.barhausen,Jendrik BÄRHAUSEN,27:21:51,125.0,Germany,DE,,40-44,H
1524547.adam.armata,Adam ARMATA,27:21:52,126.0,Poland,PL,,45-49,H
4029605.byron.yoder,Byron YODER,27:25:22,127.0,United States of America,US,,40-44,H
3987010.julianne.dickerson,Julianne DICKERSON,27:26:07,128.0,United States of America,US,,35-39,F
1321085.mathieu.suarez,Mathieu SUAREZ,27:28:03,129.0,France,FR,,35-39,H
4436354.nathan.sigaud,Nathan SIGAUD,27:28:33,130.0,France,FR,,20-34,H
4868525.malo.thomas,Malo THOMAS,27:29:39,131.0,France,FR,,20-34,H
2086445.roy.vanson,Roy VAN SON,27:32:44,132.0,Netherlands,NL,,50-54,H
3393165.fabio.ferrod,Fabio FERROD,27:33:24,133.0,Italy,IT,,20-34,H
45737.conny.karlstedt,Conny KARLSTEDT,27:33:34,134.0,Germany,DE,,40-44,H
2531703.luke.nolan,Luke NOLAN,27:34:06,135.0,Ireland,IE,,40-44,H
2121841.guillaume.grasset,Guillaume GRASSET,27:35:17,136.0,France,FR,,35-39,H
1581593.yann.morello,Yann MORELLO,27:36:23,137.0,France,FR,,20-34,H
4227911.jacques.chen,Jacques CHEN,27:38:51,138.0,France,FR,,20-34,H
5715688.antoine.boudinet,Antoine BOUDINET,27:39:13,139.0,France,FR,,20-34,H
1794927.guillaume.dussuyer,Guillaume DUSSUYER,27:40:37,140.0,France,FR,,20-34,H
3392793.thomas.gaudinaud,Thomas GAUDINAUD,27:40:54,141.0,France,FR,,35-39,H
592187.jeremy.pelegrin,Jeremy PELEGRIN,27:41:27,142.0,France,FR,,35-39,H
1864811.karolina.wierzchowiak,Karolina WIERZCHOWIAK,27:43:28,143.0,Poland,PL,,20-34,F
1795021.nicolas.cherel,Nicolas CHEREL,27:43:38,144.0,France,FR,,20-34,H
6315790.louis.censier,Louis CENSIER,27:47:13,145.0,France,FR,,20-34,H
4755264.clement.langeard,Clement LANGEARD,27:47:34,146.0,France,FR,,20-34,H
4409962.florian.roiron,Florian ROIRON,27:48:56,147.0,France,FR,,20-34,H
519816.julien.picavet,Julien PICAVET,27:52:00,148.0,France,FR,,40-44,H
4127162.sven.vanotten,Sven VAN OTTEN,27:55:00,149.0,Belgium,BE,,45-49,H
5179966.barnabe.piette,Barnabé PIETTE,27:55:00,149.0,Belgium,BE,,20-34,H
5456280.carlo.lackner,Carlo LACKNER,27:56:04,151.0,Germany,DE,,20-34,H
4322100.pierre.boittin,Pierre BOITTIN,27:56:39,152.0,France,FR,,35-39,H
4210193.kevin.ranciere,Kevin RANCIERE,28:01:49,153.0,France,FR,,20-34,H
895947.antoine.monnot,Antoine MONNOT,28:11:11,154.0,France,FR,,20-34,H
26975.xavier.meziere,Xavier MEZIERE,28:11:33,155.0,France,FR,,45-49,H
4158591.julian.schulz,Julian SCHULZ,28:12:30,156.0,Australia,AU,,20-34,H
4994154.geoffrey.merle,Geoffrey MERLE,28:14:37,157.0,France,FR,,35-39,H
4892386.matteo.leclerc,Matteo LECLERC,28:17:03,158.0,France,FR,,20-34,H
2164803.fabio.silva,Fabio SILVA,28:17:25,159.0,Portugal,PT,,20-34,H
4934807.olivier.karafa,Olivier KARAFA,28:18:17,160.0,France,FR,,60-64,H
2354405.dragos.munteanu,Dragos MUNTEANU,28:18:36,161.0,Romania,RO,,35-39,H
2350199.pierrelouis.gonin,Pierre-Louis GONIN,28:21:07,162.0,Switzerland,CH,,20-34,H
2234351.christophe.hudry,Christophe HUDRY,28:24:52,163.0,France,FR,,20-34,H
626241.nicolas.blanc,Nicolas BLANC,28:26:24,164.0,France,FR,,35-39,H
2360801.matteo.balocco,Matteo BALOCCO,28:36:05,165.0,Italy,IT,,35-39,H
3665637.hugo.dorbes,Hugo DORBES,28:40:21,166.0,France,FR,,20-34,H
5159904.matthieu.brunet,Matthieu BRUNET,28:40:29,167.0,France,FR,,35-39,H
1852819.stefano.cason,Stefano CASON,28:41:27,168.0,Italy,IT,,55-59,H
2656337.damien.goubin,Damien GOUBIN,28:42:09,169.0,France,FR,,20-34,H
4311427.daiki.sato,Daiki SATO,28:42:36,170.0,Japan,JP,,45-49,H
2528449.geoffrey.beil,Geoffrey BEIL,28:42:46,171.0,France,FR,,35-39,H
1002166.yasmina.castrochacon,Yasmina CASTRO CHACON,28:43:16,172.0,Spain,ES,,20-34,F
1544777.matthieu.loetscher,Matthieu LOETSCHER,28:43:24,173.0,France,FR,,35-39,H
115097.cyrielle.baroni,Cyrielle BARONI,28:43:26,174.0,France,FR,,40-44,F
826487.sebastien.brovarnik,Sébastien BROVARNIK,28:43:48,175.0,France,FR,,50-54,H
884913.jonathan.gaudin,Jonathan GAUDIN,28:47:35,176.0,France,FR,,35-39,H
5080221.huldaelma.eysteinsdottir,Hulda Elma EYSTEINSDOTTIR,28:48:33,177.0,Iceland,IS,,40-44,F
5074021.slavomir.slezak,Slavomír SLEZAK,28:49:53,178.0,Slovakia,SK,,45-49,H
2095085.tony.cauvin,Tony CAUVIN,28:52:13,179.0,France,FR,,35-39,H
4266740.jonathan.ravard,Jonathan RAVARD,28:54:23,180.0,France,FR,,35-39,H
5460038.sarah.napiwotzki,Sarah NAPIWOTZKI,28:55:04,181.0,Germany,DE,,20-34,F
2621187.romain.castiglia,Romain CASTIGLIA,28:57:55,182.0,France,FR,,40-44,H
5054756.thibaut.lassalle,Thibaut LASSALLE,28:59:03,183.0,France,FR,,20-34,H
672019.roman.vogt,Roman VOGT,28:59:35,184.0,Germany,DE,,45-49,H
38866.philippe.quincy,Philippe QUINCY,28:59:49,185.0,France,FR,,50-54,H
1806117.jonathan.cattin,Jonathan CATTIN,29:01:42,186.0,France,FR,,35-39,H
1263181.lyndon.cooper,Lyndon COOPER,29:02:33,187.0,United Kingdom,GB,,40-44,H
3502599.balazs.lesko,Balázs LESKÓ,29:04:33,188.0,Hungary,HU,,40-44,H
2566375.isaac.alcaide,Isaac ALCAIDE,29:04:45,189.0,Spain,ES,,40-44,H
4224146.benjamin.nacry,Benjamin NACRY,29:06:44,190.0,France,FR,,40-44,H
1828965.mariavictoria.solerjimenez,María Victoria SOLER JIMÉNEZ,29:11:09,191.0,Spain,ES,,45-49,F
4021143.charles.vallon,Charles VALLON,29:11:24,192.0,France,FR,,35-39,H
2308895.michael.lough,Michael LOUGH,29:13:41,193.0,Australia,AU,,35-39,H
3420673.jordan.boutherin,Jordan BOUTHERIN,29:14:58,194.0,France,FR,,20-34,H
5345102.anthony.martin,Anthony MARTIN,29:15:36,195.0,France,FR,,35-39,H
1359943.justin.boisseranc,Justin BOISSERANC,29:16:22,196.0,France,FR,,20-34,H
4220873.jimmy.deparis,Jimmy DEPARIS,29:17:22,197.0,France,FR,,20-34,H
911879.thomas.pfisterer,Thomas PFISTERER,29:18:27,198.0,Austria,AT,,50-54,H
2258221.jeanbaptiste.finel,Jean Baptiste FINEL,29:19:29,199.0,France,FR,,40-44,H
241667.romain.parcheminal,Romain PARCHEMINAL,29:20:20,200.0,France,FR,,35-39,H
1438787.pierre.marco,Pierre MARCO,29:24:37,201.0,France,FR,,20-34,H
3985325.margaux.guillaume,Margaux GUILLAUME,29:24:50,202.0,France,FR,,20-34,F
4374550.marc.pedrolloret,Marc PEDRO LLORET,29:26:52,203.0,Spain,ES,,20-34,H
2399359.vincent.piedvache,Vincent PIEDVACHE,29:28:44,204.0,France,FR,,40-44,H
2176563.jeanmichel.grognux,Jean-Michel GROGNUX,29:30:36,205.0,France,FR,,50-54,H
3474435.nathan.parjadis,Nathan PARJADIS,29:32:02,206.0,France,FR,,35-39,H
2645147.benjamin.rascalou,Benjamin RASCALOU,29:35:39,207.0,France,FR,,35-39,H
4581098.henrik.ollus,Henrik OLLUS,29:35:56,208.0,Finland,FI,,20-34,H
3695725.romain.patrux,Romain PATRUX,29:36:25,209.0,France,FR,,35-39,H
3030375.laurent.laruelle,Laurent LARUELLE,29:38:29,210.0,Belgium,BE,,35-39,H
940769.gary.bauer,Gary BAUER,29:40:15,211.0,France,FR,,40-44,H
2121899.francois.cornic,François CORNIC,29:41:49,212.0,France,FR,,40-44,H
1502133.jeffrey.dorsey,Jeffrey DORSEY,29:43:50,213.0,France,FR,,20-34,H
227696.yusheng.ni,Yusheng NI,29:46:29,214.0,China,CN,,55-59,H
4635412.lionel.ussereau,Lionel USSEREAU,29:46:57,215.0,France,FR,,20-34,H
814660.thomas.pretot,Thomas PRETOT,29:47:24,216.0,France,FR,,20-34,H
2651821.jarno.nicoli,Jarno NICOLI,29:47:59,217.0,France,FR,,40-44,H
1725685.nicolas.guegano,Nicolas GUÉGANO,29:48:38,218.0,France,FR,,40-44,H
4944589.julien.cameron,Julien CAMERON,29:49:02,219.0,Canada,CA,,20-34,H
4173218.marianne.leroux,Marianne LEROUX,29:50:14,220.0,France,FR,,20-34,F
767311.frederic.ponsonnet,Frederic PONSONNET,29:52:08,221.0,France,FR,,40-44,H
4888768.charlesandre.poete,Charles-André POETE,29:56:42,222.0,France,FR,,20-34,H
4473235.thibaud.simonnet,Thibaud SIMONNET,30:02:31,223.0,France,FR,,20-34,H
4317439.freddy.paillard,Freddy PAILLARD,30:03:50,224.0,France,FR,,40-44,H
5393829.daniel.burkhardt,Daniel BURKHARDT,30:08:08,225.0,Germany,DE,,35-39,H
1918169.florian.bonhoure,Florian BONHOURE,30:09:02,226.0,France,FR,,20-34,H
4470577.clement.issanchou,Clément ISSANCHOU,30:09:12,227.0,France,FR,,20-34,H
4131755.jente.althuis,Jente ALTHUIS,30:09:16,228.0,Netherlands,NL,,20-34,F
702768.barbara.jolic,Barbara JOLIČ,30:13:25,229.0,Slovenia,SI,,35-39,F
5686898.joze.trselic,Joze TRSELIC,30:13:25,229.0,Slovenia,SI,,45-49,H
5501664.adrien.serafin,Adrien SERAFIN,30:17:17,231.0,Belgium,BE,,35-39,H
1553615.marcus.rodre,Marcus RODRE,30:22:08,232.0,Sweden,SE,,40-44,H
356015.laurent.guedat,Laurent GUEDAT,30:27:18,233.0,France,FR,,40-44,H
1686429.yann.werling,Yann WERLING,30:31:39,234.0,France,FR,,40-44,H
4902400.adrien.leyronas,Adrien LEYRONAS,30:31:39,234.0,France,FR,,20-34,H
2655585.mik.guermeur,Mik GUERMEUR,30:31:40,236.0,France,FR,,20-34,H
4163461.jeancharles.richier,Jean-Charles RICHIER,30:31:41,237.0,France,FR,,40-44,H
1414741.julie.brand,Julie BRAND,30:31:43,238.0,France,FR,,20-34,F
,Anonymous,30:31:48,239.0,France,FR,,50-54,H
987397.johann.vaillant,Johann VAILLANT,30:33:28,240.0,France,FR,,35-39,H
841801.thomas.crenier,Thomas CRENIER,30:33:38,241.0,France,FR,,35-39,H
2129409.julien.rochas,Julien ROCHAS,30:36:44,242.0,France,FR,,45-49,H
10484.ludwig.herman,Ludwig HERMAN,30:37:06,243.0,France,FR,,45-49,H
192496.pere.mongaymonteso,Pere MONGAY MONTESO,30:37:25,244.0,Spain,ES,,55-59,H
487931.mirco.caraffa,Mirco CARAFFA,30:39:35,245.0,Italy,IT,,45-49,H
4997051.francesco.riva,Francesco RIVA,30:43:27,246.0,Switzerland,CH,,45-49,H
4385170.antoine.pineau,Antoine PINEAU,30:45:28,247.0,France,FR,,35-39,H
2289369.sylvain.bertholey,Sylvain BERTHOLEY,30:46:30,248.0,France,FR,,35-39,H
1499747.alessandro.rolfini,Alessandro ROLFINI,30:50:19,249.0,Italy,IT,,35-39,H
5825511.giles.newmarch,Giles NEWMARCH,30:51:30,250.0,United Kingdom,GB,,45-49,H
43446.olivier.herand,Olivier HERAND,30:54:27,251.0,France,FR,,40-44,H
2961559.baptiste.danet,Baptiste DANET,30:56:10,252.0,France,FR,,35-39,H
1320885.baptiste.grigy,Baptiste GRIGY,30:56:25,253.0,France,FR,,50-54,H
4205041.fabien.scarfogliero,Fabien SCARFOGLIERO,30:56:25,253.0,France,FR,,40-44,H
4456354.eva.marekova,Eva MAREKOVÁ,30:56:42,255.0,Slovakia,SK,,40-44,F
1926979.elie.guillou,Elie GUILLOU,30:58:43,256.0,France,FR,,20-34,H
5015948.sebastien.salerno,Sebastien SALERNO,30:59:48,257.0,France,FR,,45-49,H
221025.warren.proctor,Warren PROCTOR,31:00:42,258.0,Australia,AU,,40-44,H
4490064.vincent.calmel,Vincent CALMEL,31:02:43,259.0,France,FR,,20-34,H
127496.nicolas.allou,Nicolas ALLOU,31:03:07,260.0,France,FR,,45-49,H
159841.jeanjacques.meyroneinc,Jean-Jacques MEYRONEINC,31:06:18,261.0,France,FR,,45-49,H
4005987.charles.fortin,Charles FORTIN,31:10:01,262.0,Canada,CA,,20-34,H
3636167.giancarlo.vincenzi,Giancarlo VINCENZI,31:17:51,263.0,Italy,IT,,55-59,H
4187759.ellis.mccoy,Ellis MCCOY,31:18:16,264.0,United Kingdom,GB,,20-34,H
949615.thibault.verdonckt,Thibault VERDONCKT,31:19:25,265.0,France,FR,,35-39,H
5764320.guillaume.charoy,Guillaume CHAROY,31:21:39,266.0,France,FR,,35-39,H
4393348.morgan.marquet,Morgan MARQUET,31:21:40,267.0,France,FR,,20-34,H
486070.michael.brien,Michael O'BRIEN (Michael BRIEN),31:22:52,268.0,United States of America,US,,40-44,H
525735.pierre.herand,Pierre HERAND,31:23:49,269.0,Canada,CA,,20-34,H
3718265.zoe.blaise,Zoe BLAISE,31:25:25,270.0,France,FR,,20-34,F
49154.tomokazu.ihara,Tomokazu IHARA,31:26:51,271.0,Japan,JP,,45-49,H
4470553.jason.poilane,Jason POILANE,31:26:59,272.0,France,FR,,35-39,H
4051662.nicolas.bidault,Nicolas BIDAULT,31:29:08,273.0,France,FR,,20-34,H
1566401.alexandre.vignoli,Alexandre VIGNOLI,31:29:35,274.0,France,FR,,35-39,H
2339671.miroslav.kyselica,Miroslav KYSELICA,31:29:36,275.0,Slovakia,SK,,45-49,H
246824.xavier.doleac,Xavier D'OLÉAC,31:30:33,276.0,France,FR,,40-44,H
314437.loic.cocherel,Loic COCHEREL,31:32:19,277.0,France,FR,,55-59,H
2659075.florent.legier,Florent LEGIER,31:32:31,278.0,France,FR,,40-44,H
8783.vincent.heritier,Vincent HERITIER,31:33:07,279.0,France,FR,,40-44,H
4586882.jordan.bouvier,Jordan BOUVIER,31:33:40,280.0,France,FR,,20-34,H
4240758.julien.harte,Julien HARTÉ,31:33:42,281.0,France,FR,,20-34,H
868058.frederic.morales,Fréderic MORALES,31:34:46,282.0,France,FR,,40-44,H
653242.antoine.miel,Antoine MIEL,31:34:47,283.0,France,FR,,40-44,H
644810.alexandre.arnoux,Alexandre ARNOUX,31:35:01,284.0,France,FR,,35-39,H
4530914.damien.girardclos,Damien GIRARDCLOS,31:35:23,285.0,France,FR,,45-49,H
4943357.olivier.lafarge,Olivier LAFARGE,31:36:41,286.0,France,FR,,45-49,H
2616389.darren.agnew,Darren AGNEW,31:36:58,287.0,United Kingdom,GB,,20-34,H
4866243.quentin.hovine,Quentin HOVINE,31:37:54,288.0,France,FR,,20-34,H
625173.jarrod.mitchell,Jarrod MITCHELL,31:38:17,289.0,Australia,AU,,40-44,H
4185061.julien.darengosse,Julien DARENGOSSE,31:39:17,290.0,France,FR,,35-39,H
30103.nicolas.falatik,Nicolas FALATIK,31:40:44,291.0,France,FR,,35-39,H
882015.regis.guinand,Regis GUINAND,31:40:49,292.0,France,FR,,45-49,H
3738939.harry.allen,Harry ALLEN,31:42:27,293.0,United Kingdom,GB,,35-39,H
3334563.sylvain.catros,Sylvain CATROS,31:44:04,294.0,France,FR,,40-44,H
4266538.arnaud.rossion,Arnaud ROSSION,31:44:11,295.0,Belgium,BE,,20-34,H
42497.jeanpierre.perret,Jean-Pierre PERRET,31:47:00,296.0,France,FR,,40-44,H
1200393.yohan.przybyszewski,Yohan PRZYBYSZEWSKI,31:47:05,297.0,France,FR,,35-39,H
3141207.alexandre.delizee,Alexandre DELIZEE,31:47:33,298.0,France,FR,,20-34,H
3358929.stuart.johnston,Stuart JOHNSTON,31:48:09,299.0,United Kingdom,GB,,20-34,H
1940549.laurent.weber,Laurent WEBER,31:53:32,300.0,France,FR,,45-49,H
3870979.jan.pasztor,Jan PÁSZTOR,31:54:02,301.0,Slovakia,SK,,20-34,H
706264.jerome.moroy,Jerome MOROY,31:54:21,302.0,France,FR,,45-49,H
